OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
42619,Polk St&Lombard St NW-NS/BZ,POLKLOM0,POLKLOMB,5990,37.80167,-122.42303,0,LOMBARD ST,POLK ST,NS,NW,BZ,0,20230512124615,14816781,141,None,POINT (-122.42303 37.80167),107,107,4,6,32
40917,Chestnut St&Fillmore St NE-NS/BZ,CHESFIL0,CHESFILL,3941,37.800845,-122.436245,0,WEBSTER ST,CHESTNUT ST,NS,NE,BZ,1,20230512124615,14809056,141,None,POINT (-122.43625 37.800846),17,17,4,6,13
41525,Geary Blvd&Arguello Blvd NE-NS/BZ,GEARARG0,GEARARGL,4287,37.781376,-122.458737,0,ARGUELLO BLVD,GEARY BLVD,NS,NE,BZ,1,20230512124615,14810393,141,None,POINT (-122.45874 37.781376),11,11,8,6,31
40679,3rd St&Folsom St N-FS/BZ,.3STFOL0,3STFOLS,3124,37.784204,-122.399326,0,CLEMENTINA ST,03RD ST,FS,NO,BZ,1,20230512124615,14808200,141,None,POINT (-122.39932 37.784203),32,32,1,10,8
43044,Potrero Ave&24th St SW-FS/BZ,POTR24S0,POTR24ST,6039,37.75267,-122.40649,0,24TH ST,POTRERO AVE,FS,SW,BZ,0,20230512124615,14815720,141,None,POINT (-122.40649 37.75267),53,53,3,2,20
43002,UCSF Medical Center (Mariposa) OB NE-FS/SI,3ST MRP0,3ST MRP0,7356,37.764391,-122.388853,0,MARIPOSA ST,3RD ST,FS,NE,SI,0,20230512124615,14818712,141,None,POINT (-122.388855 37.764393),34,34,2,10,26
41658,Leavenworth St&Pine St SE-NS/BB,LEAVPIN1,LEAVPINE,4868,37.790159,-122.415479,0,PINE ST,LEAVENWORTH ST,NS,SE,BZ,0,20230512124615,14810868,141,None,POINT (-122.41548 37.790157),50,50,6,3,21
41688,Mansell St&San Bruno Ave W-FS/BZ,MANSSBR1,MANSSBRO,5350,37.721541,-122.401394,0,SAN BRUNO AVE,MANSELL ST,FS,WE,BZ,0,20230512124615,14811281,141,None,POINT (-122.4014 37.721542),91,91,2,9,25
41451,Eddy St&Buchanan St SW-NS/BZ,EDDYBUC1,EDDYBUCH,4473,37.781767,-122.429141,0,BUCHANAN ST,EDDY ST,NS,SW,BZ,0,20230512124615,14810620,141,None,POINT (-122.42914 37.78177),97,97,4,11,39
42712,345 Warren Dr E-MB/SB,WARNH341,WARNH345,6908,37.755402,-122.461312,0,None,WARREN DR,MB,EA,None,0,20230512124615,14816846,141,None,POINT (-122.46131 37.7554),111,111,7,8,14
42334,Sutter St&Baker St NE-NS/BZ,SUTTBAK0,SUTTBAKR,6585,37.784889,-122.443067,0,BAKER ST,SUTTER ST,NS,NE,BZ,1,20230512124615,14814995,141,None,POINT (-122.44307 37.78489),103,103,8,6,30
41915,Laguna Honda Blvd&Idora Ave E-NS/SB,LGHNIDO1,LGHNIDOR,5249,37.743999,-122.456407,0,IDORA AVE,LAGUNA HONDA BLVD,NS,EA,None,0,20230512124615,14812011,141,None,POINT (-122.456406 37.744),49,49,7,8,41
43353,John Muir Dr&Skyline Blvd S-FS/SB,J M SKY0,J M SKYL,5132,37.718738,-122.499913,0,SKYLINE BLVD,JOHN MUIR DR,FS,SO,None,0,20230512124615,14814393,141,None,POINT (-122.499916 37.71874),43,43,10,8,16
43432,San Bruno Ave&Wayland St E-NS/BZ,SBROWYL1,SBROWYLD,6373,37.72637,-122.40301,0,WAYLAND ST,SAN BRUNO AVE,NS,EA,BZ,0,20230512124615,14819068,141,None,POINT (-122.40301 37.72637),91,91,2,2,25
42533,Corbett Ave&Iron Aly W-NS/PS,CRBTIRON,CRBTIRON,4182,37.75783,-122.444743,0,IRON ALY,CORBETT AVE,NS,WE,None,0,20230512124615,14818182,141,None,POINT (-122.44474 37.75783),47,47,7,5,5
42149,Market St&6th St S-NS/SI,MRKT.6S1,MRKT.6ST,5647,37.782102,-122.4104,0,6TH ST,MARKET ST,NS,SO,SI,0,20230512124615,14813064,141,None,POINT (-122.4104 37.7821),32,32,5,10,34
41832,Geneva Ave&Moscow St N-FS/BZ,GNVAMSC0,GNVAMSCW,4889,37.713332,-122.433957,0,MOSCOW ST,GENEVA AVE,FS,NO,BZ,0,20230512124615,14811444,141,None,POINT (-122.43396 37.713333),90,90,9,1,7
41900,Monterey Blvd&Foerster St NW-FS/BZ,MTRYFOE0,MTRYFOER,5432,37.731615,-122.449166,0,FOERSTER ST,MONTEREY BLVD,FS,NW,BZ,1,20230512124615,14812132,141,None,POINT (-122.449165 37.731613),95,95,9,8,41
43069,Paul Ave&Gould St NW-FS/PS,PAULGUL1,PAULGULD,5902,37.723012,-122.397946,0,GOULD ST,PAUL AVE,FS,NW,None,0,20230512124615,14817222,141,None,POINT (-122.39795 37.72301),86,86,2,9,1
42871,Hayes St&Steiner St NW-FS/BZ,HAYSSTE0,HAYSSTEI,5011,37.775627,-122.433203,0,STEINER ST,HAYES ST,FS,NW,BZ,1,20230512124615,14814002,141,None,POINT (-122.433205 37.775627),23,23,4,11,9
41136,Carl St&Hillway Ave SE-FS/FL,CARLHLW1,CARLHLWY,3913,37.764932,-122.456512,0,HILLWAY AVE,CARL ST,NS,SW,None,1,20230512124615,14809435,141,None,POINT (-122.45651 37.76493),110,110,7,11,14
43445,Sunset Blvd&Wawona St SE-NS/SB,SUNSWAW1,SUNSWAWO,6562,37.736541,-122.493911,0,WAWONA ST,SUNSET BLVD,NS,SE,None,0,20230512124615,14814524,141,None,POINT (-122.49391 37.73654),40,40,10,7,35
41372,Donahue St&Innes Ave E-FS/PS,DNHUINE0,DNHUINES,4440,37.729002,-122.369913,0,None,None,FS,EA,None,0,20230512124615,14810209,141,None,POINT (-122.36991 37.729004),78,78,2,9,1
41880,Hyde St&Vallejo St NE-FS,HYDEVAL0,HYDEVALL,5090,37.79744,-122.41863,0,VALLEJO ST,HYDE ST,FS,NE,None,0,20230512124615,14812081,141,None,POINT (-122.41863 37.79744),107,107,6,3,32
40839,33rd Ave&Anza St SE-NS/PS,33AVANZ1,33AVANZA,3552,37.777692,-122.493077,0,ANZA ST,33RD AVE,NS,SE,None,1,20230512124615,14808854,141,None,POINT (-122.49308 37.77769),8,8,8,4,29
43251,Ulloa St&Lenox Way NW-FS,ULOALEN0,ULOALENX,6738,37.741125,-122.466155,0,LENOX WAY,ULLOA ST,FS,NW,None,1,20230512124615,14814364,141,None,POINT (-122.466156 37.741123),46,46,10,8,41
41822,Haight St&Fillmore St NW-FS/BZ,HAITFIL0,HAITFILL,4952,37.77214,-122.43076,0,FILLMORE ST,HAIGHT ST,FS,NW,BZ,1,20230512124615,14811662,141,None,POINT (-122.43076 37.77214),26,26,4,11,9
40789,11th St&Market St E-NS/SB,11STMRK1,11STMRKT,3244,37.7755,-122.41852,0,MARKET ST,11TH ST,NS,EA,None,0,20230512124615,14808626,141,None,POINT (-122.41852 37.7755),32,32,5,10,34
43474,Blanken Ave&Nueva Ave NE-NS/SB,BLKNNUV1,BLKNNUVA,7008,37.71121,-122.39723,0,NUEVA AVE,BLANKEN AVE,NS,SE,None,0,20230512124615,14816074,141,None,POINT (-122.39723 37.71121),89,89,2,9,1
42025,Mission St&Allison St S-NS/BZ,MISSALS1,MISSALSN,5575,37.71448,-122.44264,0,ALLISON ST,MISSION ST,NS,SO,BZ,0,20230512124615,14812306,141,None,POINT (-122.44264 37.71448),58,58,9,1,7
41595,Folsom St&22ND St SW-FS/BB,FOLS22S0,FOLS22ST,4676,37.75546,-122.414481,0,22ND ST,FOLSOM ST,FS,SW,None,0,20230512124615,14810717,141,None,POINT (-122.41448 37.75546),53,53,3,2,20
41577,Foerster St&Flood Ave SE-NS/PS,FOERFLO1,FOERFLOD,4649,37.729795,-122.448765,0,FLOOD AVE,FOERSTER ST,NS,SE,None,0,20230512124615,14810965,141,None,POINT (-122.44877 37.729794),95,95,9,8,41
43239,Quintara St&35th Ave SW-NS,QUIN35A1,QUIN35AV,6159,37.74783,-122.49334,0,35TH AVE,QUINTARA ST,NS,SW,None,0,20230512124615,14814325,141,None,POINT (-122.49334 37.74783),40,40,10,7,35
42268,Quintara St&Funston Ave SW-NS/PS,QUINFUN1,QUINFUNS,6171,37.748834,-122.46964,0,FUNSTON AVE,QUINTARA ST,NS,SW,None,0,20230512124615,14816511,141,None,POINT (-122.46964 37.748833),44,44,10,8,41
42245,4TH STREET & KING STREET SE-NS,4STKNG0,None,7405,37.776251,-122.393933,0,BERRY ST,04TH ST,None,None,None,0,20230512124615,14813304,141,None,POINT (-122.393936 37.776253),34,34,1,10,4
41144,Connecticut St&18TH St SE-NS/BZ,CONN18S1,CONN18ST,4126,37.76243,-122.39741,0,18TH ST,CONNECTICUT ST,NS,SE,BZ,1,20230512124615,14809674,141,None,POINT (-122.39741 37.76243),54,54,2,9,26
43601,Right Of Way&20th St NE-FS/SB,ROW 20S1,ROW 20ST,6215,37.758229,-122.427795,0,20TH ST,MUNI RAIL - J RROW,NS,SE,None,0,20230512124615,14817688,141,None,POINT (-122.427795 37.75823),37,37,3,5,5
40727,7th St&Mission St NE-FS/BZ,.7STMIS1,7STMISS,3195,37.779327,-122.411032,0,STEVENSON ST,07TH ST,NS,EA,BZ,0,20230512124615,14808450,141,None,POINT (-122.41103 37.779327),32,32,5,10,34
42668,Ripley St&Folsom St NE-NS/SB,RIPLFOL0,RIPLFOLS,6210,37.74418,-122.41315,0,FOLSOM ST,RIPLEY ST,NS,NE,None,0,20230512124615,14813804,141,None,POINT (-122.41315 37.74418),83,83,9,2,2
42914,Sawyer St&Visitacion Ave NE-NS/PS,SAWYVIS1,None,7333,37.713345,-122.414443,0,VISITACION AVE,SAWYER ST,None,None,None,0,20230512124615,14817053,141,None,POINT (-122.414444 37.713345),75,75,9,9,40
43142,Persia Ave&Naples St W-NS/PS,PERSNAP0,PERSNAPL,5917,37.720853,-122.431356,0,NAPLES ST,PERSIA AVE,NS,WE,None,0,20230512124615,14814279,141,None,POINT (-122.43136 37.72085),90,90,9,1,7
42883,Park Presidio Blvd&Fulton St NE-FS,PKPRFUL1,PKPRFULT,5950,37.773219,-122.471653,0,PARK PRESIDIO BLVD,FULTON ST,FS,NE,FL,1,20230512124615,14815480,141,None,POINT (-122.47166 37.77322),5,5,8,4,11
42858,Hyde St&Greenwich St SE-NS,HYDEGNW0,HYDEGNWH,5073,37.800993,-122.419322,0,GREENWICH ST,HYDE ST,NS,SE,None,0,20230512124615,14813960,141,None,POINT (-122.41932 37.800995),107,107,6,6,32
42119,O'Shaughnessy Blvd&Malta Dr NE-FS,OSHAMAL1,OSHAMALT,5832,37.736611,-122.443301,0,MALTA DR,O SHAUGHNESSY BLVD,FS,NE,None,0,20230512124615,14813006,141,None,POINT (-122.4433 37.73661),96,96,9,5,10
42094,Lincoln Way&23rd Ave SW-NS/BZ,LWAY23A1,LWAY23AV,5313,37.765195,-122.481632,0,23RD AVE,LINCOLN WY,NS,SW,BZ,1,20230512124615,14812531,141,None,POINT (-122.48163 37.765194),39,39,10,7,35
43793,Union St&Pierce St SW-NS/BZ,UNINPIE1,UNINPIER,6778,37.796589,-122.438883,0,PIERCE ST,UNION ST,NS,SW,BZ,1,20230512124615,14817925,141,None,POINT (-122.43888 37.79659),14,14,4,6,13
42980,Palou Ave&Newhall St E-NS/PS,PALUNEW0,PALUNEWH,5878,37.735028,-122.392657,0,NEWHALL ST,PALOU AVE,NS,WE,None,0,20230512124615,14817116,141,None,POINT (-122.392654 37.735027),87,87,2,9,1
43359,Newcomb Ave&Newhall St E-NS/SB,NEWCNEW1,NEWCNEWH,5490,37.736304,-122.391522,0,NEWHALL ST,NEWCOMB AVE,NS,EA,None,0,20230512124615,14814410,141,None,POINT (-122.391525 37.736305),86,86,2,9,1
42954,Ocean Ave&Dorado Ter NE-NS,OCENDRD0,OCENDRDO,5787,37.724957,-122.461059,0,DORADO TER,OCEAN AVE,NS,NE,SI,0,20230512124615,14814030,141,None,POINT (-122.46106 37.724957),68,68,10,8,41
42191,Portola Dr&San Lorenzo Ave SE-FS,PORTSNL1,PORTSNLR,6120,37.73993,-122.46368,0,SAN LORENZO AVE,PORTOLA DR,FS,SE,None,0,20230512124615,14813534,141,None,POINT (-122.46368 37.73993),116,116,10,8,41
40985,Bradford St&Bernal Heights Blvd SW,BRFDBHT1,BRFDBHTS,3709,37.74286,-122.4094,0,BERNAL HEIGHTS BLVD,BRADFORD ST,FS,SW,None,0,20230512124615,14809129,141,None,POINT (-122.4094 37.74286),83,83,9,2,2
41767,Judah St&43rd Ave NE-NS/SI,JUDA43A0,JUDA43AV,5213,37.760598,-122.502574,0,43RD AVE,JUDAH ST,NS,NE,SI,0,20230512124615,14811527,141,None,POINT (-122.50257 37.760597),39,39,10,7,35
41235,945 Ellsworth St SW-NS/PS,EWTHH940,EWTHH945,4566,37.73281,-122.41776,0,ALEMANY BLVD,ELLSWORTH ST,NS,SW,None,0,20230512124615,14809814,141,None,POINT (-122.41776 37.73281),83,83,9,2,2
41096,30th Ave&Taraval St SE-NS/PS,30AVTAR1,30AVTARA,3533,37.74241,-122.48743,0,TARAVAL ST,30TH AVE,NS,SE,FL,0,20230512124615,14809299,141,None,POINT (-122.48743 37.74241),40,40,10,7,35
43281,Monterey Blvd&San Jacinto Way E-NS,MTRYSNJ0,MTRYSNJA,5443,37.732033,-122.463965,0,SAN JACINTO WAY,MONTEREY BLVD,NS,EA,None,0,20230512124615,14815902,141,None,POINT (-122.46397 37.732033),69,69,10,8,41
43916,Lake Merced & Lakeshore S-NS/SB,L M LKS0,,7851,37.72942,-122.494056,,SUNSET BLVD,LAKE MERCED BLVD,,,,,20230512124615,14819959,141,None,POINT (-122.49406 37.72942),43,43,10,8,16
42667,Sacramento St&Octavia St SE-NS/BZ,SACOOCT1,SACOOCTA,6310,37.79061,-122.4276,0,LAGUNA ST,SACRAMENTO ST,FS,SE,BZ,0,20230512124615,14813802,141,None,POINT (-122.4276 37.79061),102,102,4,6,30
42765,Yerba Buena Ave&Saint Elmo Wy NW-NS,Y B SEL0,Y B SELM,6990,37.732623,-122.458719,0,SAINT ELMO WAY,YERBA BUENA AVE,NS,NW,None,0,20230512124615,14813876,141,None,POINT (-122.45872 37.732624),69,69,9,8,41
41442,Fulton St&25TH Ave NW-FS/BZ,FULT25A0,FULT25AV,4748,37.772591,-122.484306,0,25TH AVE,FULTON ST,FS,NW,BZ,1,20230512124615,14810499,141,None,POINT (-122.48431 37.77259),8,8,8,4,29
41410,Fulton St&La Playa SE-FS/BZ,FULTLAP1,FULTLAPL,4228,37.77134,-122.50939,0,LA PLAYA ST,FULTON ST,FS,SE,BZ,1,20230512124615,14810023,141,None,POINT (-122.50939 37.77134),9,9,8,4,12
41231,Castro St&14TH St NW-NS/BZ,CTRO14S0,CTRO14ST,4308,37.76742,-122.43571,0,14TH ST,CASTRO ST,NS,NW,BZ,0,20230512124615,14809810,141,None,POINT (-122.43571 37.76742),112,112,7,5,5
43500,Ocean Ave&Miramar Ave-NS,OCENMRMR,OCENMRMR,7102,37.72426,-122.45834,0,MIRAMAR AVE,OCEAN AVE,NS,SW,None,0,20230512124615,14817650,141,None,POINT (-122.45834 37.72426),64,64,10,8,24
41085,26th St&De Haro St NE-NS/SB,26STDHR1,26STDHRO,3516,37.75086,-122.40015,0,DE HARO ST,26TH ST,NS,NE,None,0,20230512124615,14809279,141,None,POINT (-122.40015 37.75086),54,54,2,9,26
41135,Carl St&Hillway Ave NE-MB,CARLHLW0,CARLHLWY,3912,37.765003,-122.456561,0,HILLWAY AVE,CARL ST,NS,NE,None,0,20230512124615,14809424,141,None,POINT (-122.45656 37.765003),110,110,7,11,14
41406,Duncan St&Amber Dr SW-NS/PS,DUNCAMBS,DUNCAMBR,4453,37.7452,-122.44141,0,AMBER DR,DUNCAN ST,NS,SW,FL,0,20230512124615,14810019,141,None,POINT (-122.44141 37.7452),57,57,9,5,22
41006,19th Ave&Winston Dr NW-NS/SI,19AVWINO,19AVWINS,3403,37.727017,-122.474937,0,WINSTON DR,19TH AVE,NS,NW,FL,1,20230512124615,14808908,141,None,POINT (-122.47494 37.727016),41,41,10,8,16
43705,Silver Ave&Alemany Blvd E-NS/PS,SILVALE1,SILVALEM,6393,37.729794,-122.433256,0,ALEMANY BLVD,SILVER AVE,NS,EA,FL,0,20230512124615,14816267,141,None,POINT (-122.43326 37.729794),94,94,9,1,28
42060,Market St&Front St N-NS/BZ,MRKTFRN0,MRKTFRNT,5671,37.79192,-122.39815,0,FRONT ST,MARKET ST,NS,NO,BZ,1,20230512124615,14812772,141,None,POINT (-122.39815 37.79192),108,108,6,3,8
41526,Geary Blvd&Arguello Blvd SE-FS/BZ,GEARARG1,GEARARGL,4288,37.781153,-122.458692,0,ARGUELLO BLVD,GEARY BLVD,FS,SE,BZ,1,20230512124615,14810394,141,None,POINT (-122.458694 37.781155),12,12,8,4,18
42551,Mission St&Highland Ave SW-FS/BZ,MISSHIG0,MISSHIGH,5597,37.73706,-122.4242,0,HIGHLAND AVE,MISSION ST,FS,SW,BZ,0,20230512124615,14818253,141,None,POINT (-122.4242 37.73706),61,61,9,5,2
41653,Lawton St&Lomita Ave SW-NS/PS,LAWTLMT1,LAWTLMTA,4861,37.75916,-122.47269,0,LOMITA AVE,LAWTON ST,NS,SW,FL,0,20230512124615,14810863,141,None,POINT (-122.47269 37.75916),44,44,10,8,14
43753,University St&Bacon St SE-NS,UNIVBAC0,UNIVBACN,6789,37.72499,-122.41339,0,BACON ST,UNIVERSITY ST,NS,SE,FL,0,20230512124615,14814805,141,None,POINT (-122.41339 37.72499),91,91,2,2,25
42962,Sunset Blvd&Ortega St NE-FS/SB,SUNSORT1,SUNSORTG,6543,37.751798,-122.49502,0,ORTEGA ST,SUNSET BLVD,FS,NE,None,0,20230512124615,14815558,141,None,POINT (-122.49502 37.751797),39,39,10,7,35
41265,Brazil Ave&Athens St W-NS/PS,BRZLATH0,BRZLATHN,3759,37.72166,-122.42857,0,ATHENS ST,BRAZIL AVE,NS,WE,FL,0,20230512124615,14809588,141,None,POINT (-122.42857 37.72166),90,90,9,1,7
42155,Mission St&Onondaga Ave N-NS/BZ,MISSONO1,MISSONON,5609,37.721282,-122.437483,0,ONONDAGA AVE,MISSION ST,NS,NO,BZ,1,20230512124615,14813102,141,None,POINT (-122.437485 37.721283),80,80,9,1,28
43671,Skyline Blvd&Sloat Blvd SE-NS/PS,SKYLSLO1,SKYLSLOA,6433,37.733693,-122.49667,0,39TH AVE,SKYLINE BLVD,NS,SE,None,0,20230512124615,14814700,141,None,POINT (-122.49667 37.733692),43,43,10,8,35
43398,Sansome St&Washington St NE-FS/BZ,SANSWAS0,SANSWASH,6337,37.79597,-122.40165,0,WASHINGTON ST,SANSOME ST,FS,NE,BZ,1,20230512124615,14816014,141,None,POINT (-122.40165 37.79597),106,106,6,3,6
43026,Silver Ave&Merrill St S-NS/PS,SILVMER0,SILVMERL,6412,37.731332,-122.408994,0,MERRILL ST,SILVER AVE,NS,SO,None,0,20230512124615,14814187,141,None,POINT (-122.409 37.73133),91,91,2,2,25
41637,Eureka St&21ST St SE-NS/PS,ERKA21SE,ERKA21ST,4539,37.755813,-122.43773,0,21ST ST,EUREKA ST,NS,SE,None,0,20230512124615,14810832,141,None,POINT (-122.43773 37.755814),115,115,3,5,22
42136,Diamond St&25TH St NW-NS/PS,DIAM25S0,DIAM25ST,4372,37.74965,-122.43621,0,25TH ST,DIAMOND ST,NS,NW,None,0,20230512124615,14813177,141,None,POINT (-122.43621 37.74965),84,84,3,5,22
43411,Nevada St&Cortland Ave NW-NS/PS,NVDACOR1,NVDACORT,5770,37.73992,-122.41141,0,CORTLAND AVE,NEVADA ST,NS,NW,None,0,20230512124615,14817563,141,None,POINT (-122.41141 37.73992),83,83,9,2,2
40978,Bosworth St&Elk St NW-FS/SB,BOSWELK1,BOSWELK,3697,37.735005,-122.440093,0,ELK ST,BOSWORTH ST,FS,NW,None,1,20230512124615,14809119,141,None,POINT (-122.440094 37.735004),96,96,9,5,10
42820,Saint Francis&Santa Ana NE-NS/SB,STFRSNA0,STFRSNAN,6505,37.734941,-122.467849,0,SANTA ANA AVE,SAINT FRANCIS BLVD,NS,NE,None,0,20230512124615,14818508,141,None,POINT (-122.46785 37.73494),116,116,10,8,41
40775,19th Ave&Ortega St NE-FS/BB,19AVORT1,19AVORTG,3379,37.75272,-122.47619,0,ORTEGA ST,19TH AVE,FS,NE,BZ,0,20230512124615,14808056,141,None,POINT (-122.47619 37.75272),44,44,10,8,14
43545,St Charles Ave&Alemany Blvd SW-FS,STCHALE0,STCHALEM,6484,37.71028,-122.46933,0,ALEMANY BLVD,ST CHARLES AVE,FS,SW,FL,0,20230512124615,14814607,141,None,POINT (-122.46933 37.71028),65,65,10,8,24
41465,Davis St&Pine St W-MB/SB,DAVSPIN0,DAVSPINE,4347,37.792608,-122.397532,0,BEALE ST,DAVIS ST,MB,WE,None,0,20230512124615,14810651,141,None,POINT (-122.39753 37.792606),108,108,6,3,8
42935,3rd St&Mission Rock St S-FS/SB,.3STMSR2,3ST 4ST,3016,37.772618,-122.389786,0,MISSION ROCK ST,3RD ST,FS,SW,BZ,0,20230512124615,14818585,141,None,POINT (-122.389786 37.772617),34,34,1,10,4
41429,Folsom St&8TH St E-FS/BZ,FOLS 8S1,FOLS 8ST,4662,37.775115,-122.409773,0,8TH ST,FOLSOM ST,FS,EA,BZ,0,20230512124615,14810452,141,None,POINT (-122.409775 37.775116),32,32,1,10,34
43631,Rhode Island St&Alameda St SE-NS/SB,R ISALA1,R ISALAM,6202,37.768573,-122.402843,0,ALAMEDA ST,RHODE ISLAND ST,NS,SE,None,0,20230512124615,14819249,141,None,POINT (-122.40284 37.768574),33,33,1,9,4
42517,Cortland Ave&Elsie St W-NS/BZ,CORTELS0,CORTELSE,4150,37.7397,-122.41969,0,ELSIE ST,CORTLAND AVE,NS,WE,BZ,0,20230512124615,14816682,141,None,POINT (-122.41969 37.7397),61,61,9,2,2
41121,California St&6TH Ave NW-FS/BB,CALI 6A0,CALI 6AV,3824,37.785069,-122.464641,0,06TH AVE,CALIFORNIA ST,FS,NW,BZ,1,20230512124615,14809372,141,None,POINT (-122.46464 37.78507),4,4,8,4,11
41343,Chenery St&Miguel St W-FS/PS,CHNYMIG0,CHNYMIGL,3972,37.73711,-122.42792,0,MIGUEL ST,CHENERY ST,FS,WE,FL,0,20230512124615,14810280,141,None,POINT (-122.42792 37.73711),59,59,9,5,10
41981,Mission St&26th St SW-FS/BZ,MISS26S0,MISS26ST,5568,37.74857,-122.41818,0,26TH ST,MISSION ST,FS,SW,BZ,0,20230512124615,14812382,141,None,POINT (-122.41818 37.74857),53,53,3,2,20
41608,Lake Merced&Middlefield Dr SE-FS/SB,L M MID0,L M MIDF,4839,37.729441,-122.48629,0,MIDDLEFIELD DR,LAKE MERCED BLVD,FS,SE,None,0,20230512124615,14810779,141,None,POINT (-122.48629 37.729443),43,43,10,8,16
43354,Noriega St&25th Ave NE-NS/BZ,NORI25A0,NORI24AV,5741,37.754042,-122.482773,0,25TH AVE,NORIEGA ST,NS,NE,None,0,20230512124615,14814398,141,None,POINT (-122.48277 37.754044),39,39,10,7,35
41871,Noe St&28th St NW-NS/PS,NOE 28S0,NOE 28ST,5734,37.74519,-122.43134,0,28TH ST,NOE ST,NS,NW,None,0,20230512124615,14812066,141,None,POINT (-122.43134 37.74519),84,84,9,5,22
40704,6th Ave&Balboa St SE-NS/BZ,.6AVBBO1,6AVBBOA,3177,37.777146,-122.463918,0,BALBOA ST,6TH AVE,NS,SE,BZ,1,20230512124615,14808397,141,None,POINT (-122.46392 37.777145),5,5,8,4,11
41753,Judah St&25th Ave NE-NS/SI,JUDA25A0,JUDA25AV,5203,37.761452,-122.4833,0,25TH AVE,JUDAH ST,NS,NE,SI,0,20230512124615,14811054,141,None,POINT (-122.4833 37.76145),39,39,10,7,35
42167,Quintara St&24th Ave NE-NS/SB,QUIN24A0,QUIN24AV,6144,37.74846,-122.48131,0,24TH AVE,QUINTARA ST,NS,NE,FL,0,20230512124615,14813355,141,None,POINT (-122.48131 37.74846),39,39,10,7,35
41755,Judah St&31st Ave SE-FS/SI,JUDA31A1,JUDA31AV,5208,37.761105,-122.4895,0,31ST AVE,JUDAH ST,FS,SE,SI,0,20230512124615,14811072,141,None,POINT (-122.4895 37.761105),39,39,10,7,35
41303,Excelsior Ave&Naples St W-NS/PS,EXCLNAP0,EXCLNAPL,4573,37.72399,-122.42899,0,NAPLES ST,EXCELSIOR AVE,NS,WE,FL,0,20230512124615,14810104,141,None,POINT (-122.42899 37.72399),90,90,9,1,7
43894,Chestnut St&Gough St NE-NS/BZ,CHESGOU2,,7857,37.801914,-122.427955,,GOUGH ST,CHESTNUT ST,,,,,20230512124615,14819875,141,None,POINT (-122.427956 37.801914),17,17,4,6,13
43370,Washington St&Mason St SE-FS/SB,WASHMASE,MASNWASH,5372,37.794504,-122.411059,0,MASON ST,WASHINGTON ST,NS,NW,None,0,20230512124615,14814449,141,None,POINT (-122.41106 37.794502),16,16,6,3,21
43174,Burnett Ave&Crestline Dr W-FS/SB,BRNTCRST,BRNTCRST,3712,37.749121,-122.444938,0,CRESTLINE DR,BURNETT AVE,FS,WE,None,0,20230512124615,14815828,141,None,POINT (-122.44494 37.749123),48,48,7,5,38
41101,30th St&Dolores St SW-NS/PS,30STDLR0,30STDLRS,3538,37.74217,-122.424457,0,DOLORES ST,30TH ST,NS,SW,BZ,0,20230512124615,14809315,141,None,POINT (-122.42445 37.74217),59,59,9,5,10
43729,Presidio Blvd&Letterman Dr S-FS/SB,PRSDLTDS,PRSDLTDR,6104,37.799043,-122.452537,0,LETTERMAN DR,PRESIDIO BLVD,FS,SO,None,0,20230512124615,14819344,141,None,POINT (-122.45254 37.79904),3,3,,6,27
42390,Roosevelt Way&Museum Way E-FS/SB,RSVTMUSM,RSVTMUSM,6240,37.76536,-122.44102,0,MUSEUM WAY,ROOSEVELT WAY,FS,EA,None,0,20230512124615,14818104,141,None,POINT (-122.44102 37.76536),113,113,7,5,5
42866,Mission St&Persia Ave NW-NS/BZ,MISSRUT0,MISSRUTH,5616,37.723263,-122.435971,0,PERSIA AVE,MISSION ST,FS,WE,BZ,0,20230512124615,14813993,141,None,POINT (-122.435974 37.723263),80,80,9,1,28
43770,Folsom St&Ogden Ave SW-FS/PS,FOLSOGD1,FOLSOGDN,4696,37.73579,-122.41364,0,OGDEN ST,FOLSOM ST,FS,SW,None,0,20230512124615,14814865,141,None,POINT (-122.41364 37.73579),83,83,9,2,2
43442,Palou Ave&Rankin St E-NS/SB,PALURAN1,PALURANK,5883,37.73821,-122.39824,0,RANKIN ST,PALOU AVE,NS,EA,None,0,20230512124615,14814512,141,None,POINT (-122.39824 37.73821),87,87,2,9,1
43397,North Point St&Polk St NW-FS/BZ,N.PTPOL0,N.PTPOLK,5468,37.805313,-122.423987,0,POLK ST,NORTH POINT ST,FS,NW,BZ,0,20230512124615,14816006,141,None,POINT (-122.42399 37.805313),98,98,6,6,32
42314,Chinatown - Rose Pak Station,CTWN/RP0,,7876,37.794807,-122.408078,0,WASHINGTON ST,STOCKTON ST,,,,0,20230512124615,14819611,141,None,POINT (-122.40808 37.794807),104,104,6,3,6
