OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
42515,California St&Stockton St N-MI,CALISTO0,CALISTOK,3899,37.792308,-122.407552,0,STOCKTON ST,CALIFORNIA ST,MI,NO,None,0,20230512124615,14816672,141,None,POINT (-122.407555 37.79231),16,16,6,3,6
42176,Union St&Gough St NE-NS/BZ,UNINGOU0,UNINGOUG,6756,37.798211,-122.427177,0,GOUGH ST,UNION ST,NS,NE,BZ,0,20230512124615,14813376,141,None,POINT (-122.42718 37.79821),15,15,4,6,13
42213,6th Ave&Clement St NW-NS/BZ,.6AVCLM2,6AVCLMT,3181,37.783026,-122.464526,0,CLEMENT ST,6TH AVE,NS,NW,BZ,1,20230512124615,14813457,141,None,POINT (-122.46452 37.783028),5,5,8,4,11
43895,California St&6TH Ave SE-FS/BZ,CALI.6AV,,7844,37.785007,-122.464275,0,06TH AVE,CALIFORNIA ST,,,,0,20230512124615,14819877,141,None,POINT (-122.46427 37.785007),5,5,8,4,11
43273,Mission St&Valencia St W-FS/BB,MISSVLN0,MISSVLNC,5626,37.74508,-122.4203,0,VALENCIA ST,MISSION ST,FS,WE,BB,0,20230512124615,14815883,141,None,POINT (-122.4203 37.74508),83,83,9,2,2
40988,Broad St&Capitol Ave NE-NS/PS,BRODCAP1,BRODCAPI,3715,37.713191,-122.458921,0,CAPITOL AVE,BROAD ST,NS,NE,None,0,20230512124615,14809132,141,None,POINT (-122.45892 37.713192),81,81,10,1,24
41273,Fulton St&Masonic Ave SE-FS/BZ,FULTMSI1,FULTMSIC,4230,37.775773,-122.446289,0,MASONIC AVE,FULTON ST,NS,SW,BZ,0,20230512124615,14810030,141,None,POINT (-122.44629 37.775772),24,24,7,11,18
43875,201 Bayshore Blvd E-MB/BB,201 BSHR,,7887,37.744616,-122.404187,,FLOWER ST,BAY SHORE BLVD,,,,,20230512124615,14819826,141,None,POINT (-122.40419 37.744617),85,85,2,9,1
41197,Clay St&Leavenworth St SW-NS/BZ,CLAYLEA1,CLAYLEAV,4023,37.792959,-122.416304,0,LEAVENWORTH ST,CLAY ST,NS,SW,BZ,0,20230512124615,14809883,141,None,POINT (-122.416306 37.792957),16,16,6,3,21
41267,Brazil Ave&Mission St E-NS/PS,BRZLMISS,BRZLMISS,3761,37.724717,-122.434654,0,MISSION ST,BRAZIL AVE,NS,EA,FL,0,20230512124615,14809590,141,None,POINT (-122.434654 37.724716),90,90,9,1,7
40677,3rd St&Carroll Ave N-NS/BZ,.3STCAR0,3STCARR,3115,37.72567,-122.3943,0,CARROLL AVE,03RD ST,NS,NO,BZ,0,20230512124615,14808190,141,None,POINT (-122.3943 37.72567),86,86,2,9,1
43715,Third Street&Marin St NW-NS/SB,.3STMRN0,None,7378,37.749097,-122.387571,0,MARIN ST,3RD ST,None,None,None,0,20230512124615,14817793,141,None,POINT (-122.38757 37.749096),56,56,2,9,1
40819,19th Ave&Rivera St NE-FS/BB,19AVRVR1,19AVRVRA,3388,37.747152,-122.475834,0,RIVERA ST,19TH AVE,NS,SE,BZ,0,20230512124615,14808789,141,None,POINT (-122.47584 37.74715),44,44,10,8,41
41008,20th Ave&Buckingham Way SW-FS/SB,20AVBUC1,20AVBUCK,3405,37.729997,-122.476049,0,WINSTON DR,20TH AVE,NS,NW,None,0,20230512124615,14808915,141,None,POINT (-122.47605 37.729996),41,41,10,8,16
43698,Sacramento St&Montgomery St NW-FS,SACOMTG0,SACOMTGY,6307,37.79382,-122.4031,0,MONTGOMERY ST,SACRAMENTO ST,NS,NE,BZ,0,20230512124615,14816250,141,None,POINT (-122.4031 37.79382),104,104,6,3,6
42838,Ocean Ave&Victoria St SW-NS/SB,OCENVICT,OCENVICT,7106,37.72598,-122.46436,0,VICTORIA ST,OCEAN AVE,NS,SW,None,0,20230512124615,14818549,141,None,POINT (-122.46436 37.72598),67,67,10,8,41
43365,Mission St&Guttenberg St NE-FS/BZ,MISSGTB1,MISSGTBG,5595,37.71251,-122.44475,0,GUTTENBERG ST,MISSION ST,FS,NE,BZ,0,20230512124615,14814433,141,None,POINT (-122.44475 37.71251),58,58,9,1,7
41661,Leavenworth St&Sutter St SE-NS/BB,LEAVSUT1,LEAVSUTT,4871,37.788252,-122.41509,0,SUTTER ST,LEAVENWORTH ST,NS,SE,BZ,1,20230512124615,14810871,141,None,POINT (-122.41509 37.788254),50,50,6,3,21
43022,Union St&Van Ness Ave SW-NS/BZ,UNINV.N1,UNINV.N.,6787,37.798469,-122.42415,0,VAN NESS AVE,UNION ST,NS,SW,BZ,1,20230512124615,14814170,141,None,POINT (-122.42415 37.79847),15,15,4,6,13
42663,Sunset Blvd&Ocean Ave NW-NS/SB,SUNSOCE0,SUNSOCEN,6541,37.732026,-122.493862,0,OCEAN AVE,SUNSET BLVD,NS,NW,None,0,20230512124615,14813791,141,None,POINT (-122.49386 37.732025),43,43,10,8,35
41403,Duboce Ave&Church St SW-NS/SI,DUBOCHU1,DUBOCHUR,4448,37.769409,-122.4294,0,CHURCH ST,DUBOCE AVE,NS,SW,SI,0,20230512124615,14809995,141,None,POINT (-122.4294 37.76941),28,28,7,5,5
41324,Geary Blvd&Collins St NE-NS/BZ,GEARCLN0,GEARCLNS,4290,37.782242,-122.449992,0,COLLINS ST,GEARY BLVD,NS,NE,BZ,1,20230512124615,14810240,141,None,POINT (-122.44999 37.78224),11,11,8,6,31
42913,Raymond Ave&Delta St NE-NS/PS,RAYMDLT1,None,7331,37.713844,-122.409049,0,DELTA ST,RAYMOND AVE,None,None,None,0,20230512124615,14817052,141,None,POINT (-122.40905 37.713844),75,75,9,9,40
43344,Fillmore St&McAllister St SE-NS/BZ,FILLMCA1,FILLMCAL,4628,37.77854,-122.431687,0,MCALLISTER ST,FILLMORE ST,NS,SE,BZ,1,20230512124615,14819012,141,None,POINT (-122.43169 37.77854),97,97,4,11,39
41396,Diamond St&26TH St SE-NS/PS,DIAM26SE,DIAM26ST,4374,37.747889,-122.43591,0,26TH ST,DIAMOND ST,NS,SE,None,0,20230512124615,14809978,141,None,POINT (-122.43591 37.74789),84,84,3,5,22
43908,Van Ness Ave&Market St NS-N/SI,V.N.MRK2,,8105,37.775172,-122.419309,,MARKET ST,VAN NESS AVE,,,,,20230512124615,14819919,141,None,POINT (-122.41931 37.775173),21,21,1,11,9
42691,Yerba Buena Ave&Hazelwood Ave W-NS,Y B HZW0,Y B HZWD,6988,37.734389,-122.459705,0,HAZELWOOD AVE,YERBA BUENA AVE,NS,WE,None,0,20230512124615,14815317,141,None,POINT (-122.4597 37.73439),69,69,9,8,41
41134,Carl St&Cole St NE-NS,CARLCOL0,CARLCOLE,3909,37.765863,-122.449804,0,COLE ST,CARL ST,NS,NE,None,1,20230512124615,14809420,141,None,POINT (-122.44981 37.76586),29,29,7,11,3
41236,Castro St&18TH St SE-NS/BB,CTRO18S1,CTRO18ST,4314,37.760836,-122.434934,0,18TH ST,CASTRO ST,NS,SE,BB,0,20230512124615,14809815,141,None,POINT (-122.43494 37.760838),38,38,3,5,5
41414,Geneva Terminal NW-NS/SI,GNVATERM,GNVATERM,4903,37.720565,-122.446608,0,SAN JOSE AVE,GENEVA AVE,NS,NW,SI,0,20230512124615,14810430,141,None,POINT (-122.44661 37.720566),80,80,9,1,28
41907,Judah St&34th Ave SW-NS/SI,JUDA34A1,JUDA34AV,5210,37.760955,-122.493199,0,34TH AVE,JUDAH ST,NS,SW,SI,0,20230512124615,14812144,141,None,POINT (-122.4932 37.760956),39,39,10,7,35
41041,Cordova St&Winding Way SE-NS/SB,CORDWWA1,CORDWWAY,4139,37.709504,-122.434588,0,CHICAGO WAY,CORDOVA ST,NS,SE,None,0,20230512124615,14809479,141,None,POINT (-122.434586 37.709503),58,58,9,1,7
43544,Stanyan St&Oak St SE-NS/BZ,STANOAK1,STANOAK,6482,37.770856,-122.453785,0,OAK ST,STANYAN ST,NS,SE,BZ,1,20230512124615,14814606,141,None,POINT (-122.45379 37.770855),25,25,7,11,3
41965,Hyde St&Mcallister St NW-NS/BZ,HYDEMCA0,HYDEMCAL,5079,37.780783,-122.415421,0,MCALLISTER ST,HYDE ST,NS,NW,BZ,0,20230512124615,14811857,141,None,POINT (-122.41542 37.780785),21,21,5,10,36
43092,Quintara St&29th Ave SW-NS/PS,QUIN29A1,QUIN29AV,6153,37.74812,-122.48692,0,29TH AVE,QUINTARA ST,NS,SW,FL,0,20230512124615,14818779,141,None,POINT (-122.48692 37.74812),40,40,10,7,35
43379,Sutter St&Octavia St NW-FS/BZ,SUTTOCT0,SUTTOCTA,6602,37.786933,-122.427062,0,OCTAVIA ST,SUTTER ST,FS,NW,BZ,1,20230512124615,14814471,141,None,POINT (-122.42706 37.786934),101,101,4,11,30
41374,De Haro St&17TH St SE-NS/SB,DHRO17S1,DHRO17ST,4351,37.764762,-122.401516,0,17TH ST,DE HARO ST,NS,SE,None,0,20230512124615,14810211,141,None,POINT (-122.40152 37.764763),54,54,1,9,26
41370,Division St&Townsend St NE-NS/BZ,DIVNTOW1,DIVNTOWN,4438,37.769894,-122.403301,0,TOWNSEND ST,DIVISION ST,NS,NE,BZ,0,20230512124615,14810206,141,None,POINT (-122.4033 37.769894),33,33,1,9,4
42898,Presidio Blvd&Sumner Ave N-NS/PS,PRSDSUM0,PRSDSUMN,6107,37.796705,-122.4517,0,SUMNER AVE,PRESIDIO BLVD,NS,NO,None,0,20230512124615,14815547,141,None,POINT (-122.4517 37.796703),3,3,,6,27
43542,Taraval St&26th Ave NE-NS/PS,TARA26A0,TARA26AV,6622,37.74278,-122.483068,0,26TH AVE,TARAVAL ST,NS,NE,None,0,20230512124615,14814586,141,None,POINT (-122.48307 37.74278),40,40,10,7,35
43337,Lake Merced&Lake Merced Hill SW-FS/SB,L M HLL2,L M HLLS,4837,37.711203,-122.485513,0,LAKE MERCED HILL,LAKE MERCED BLVD,MI,WE,None,0,20230512124615,14818999,141,None,POINT (-122.48551 37.711205),43,43,10,8,16
42165,Quintara St&22nd Ave NE-NS/SB,QUIN22A0,QUIN22AV,6142,37.74855,-122.47917,0,22ND AVE,QUINTARA ST,NS,NE,FL,0,20230512124615,14813347,141,None,POINT (-122.47917 37.74855),39,39,10,7,35
42760,Steiner St&Vallejo St W-MI/PS,STEIVAL0,STEIVALL,6493,37.7949,-122.43685,0,VALLEJO ST,STEINER ST,MI,WE,None,0,20230512124615,14813851,141,None,POINT (-122.43685 37.7949),102,102,4,6,30
41159,Chenery St&Randall St NW-NS/PS,CHNYRAN0,CHNYRAND,3974,37.739929,-122.425692,0,RANDALL ST,CHENERY ST,NS,NW,FL,0,20230512124615,14809694,141,None,POINT (-122.42569 37.73993),59,59,9,5,10
40672,15th Ave&Noriega St SW-FS/PS,15AVNOR0,15AVNORI,3262,37.75411,-122.47217,0,NORIEGA ST,15TH AVE,FS,SW,FL,0,20230512124615,14808175,141,None,POINT (-122.47217 37.75411),44,44,10,8,14
42692,West Portal Ave&14th Ave N-NS/SI,W P 14AV,W P 14AV,7125,37.738064,-122.468984,0,14TH AVE,WEST PORTAL AVE,NS,NO,SI,0,20230512124615,14815318,141,None,POINT (-122.46899 37.738064),46,46,10,8,41
40934,18th St&Danvers St SW-NS/BZ,18STDAN0,18STDANV,3328,37.76024,-122.44349,0,DANVERS ST,18TH ST,NS,SW,BZ,0,20230512124615,14809199,141,None,POINT (-122.44349 37.76024),115,115,3,5,5
41583,Folsom St&6TH St E-FS/BZ,FOLS 6S1,FOLS 6ST,4660,37.778629,-122.405324,0,6TH ST,FOLSOM ST,FS,EA,BZ,0,20230512124615,14810971,141,None,POINT (-122.40533 37.77863),32,32,1,10,34
41674,Harrison St&3rd St W-FS/BZ,HARR 3S0,HARR 3ST,4967,37.782436,-122.397676,0,3RD ST,HARRISON ST,FS,WE,BZ,0,20230512124615,14811108,141,None,POINT (-122.397675 37.782436),32,32,1,10,34
43028,Schwerin St&Velasco Ave E-FS/SB,SHWNVEL1,SHWNVELA,6388,37.70826,-122.41234,0,VELASCO AVE,SCHWERIN ST,FS,EA,None,0,20230512124615,14814192,141,None,POINT (-122.41234 37.70826),,,,,
42904,Carl St& Cole St NW-FS,CARLCOLE,None,7282,37.765833,-122.45022,0,COLE ST,CARL ST,None,None,None,0,20230512124615,14817019,141,None,POINT (-122.45022 37.765835),29,29,7,11,3
40733,8th St&Harrison St S-FS/BI,.8STHAR0,8STHARR,3206,37.773536,-122.408376,0,HARRISON ST,8TH ST,FS,SO,BZ,0,20230512124615,14808465,141,None,POINT (-122.40838 37.773537),32,32,1,10,34
42341,25th St&Wisconsin St NE-NS/PS,25STWIS1,25STWISC,3512,37.75224,-122.39831,0,WISCONSIN ST,25TH ST,NS,NE,None,0,20230512124615,14815024,141,None,POINT (-122.39831 37.75224),54,54,2,9,26
43878,Chumasero Dr&Galindo Ave N/FS-SB,CHUMGALN,,7805,37.714151,-122.473158,0,GALINDO AVE,CHUMASERO DR,,,,0,20230512124615,14819839,141,None,POINT (-122.47316 37.71415),42,42,10,8,16
43630,Rhode Island St&26th St NW-NS,R IS26S0,R IS26ST,6200,37.750727,-122.401342,0,26TH ST,RHODE ISLAND ST,NS,NW,None,0,20230512124615,14819245,141,None,POINT (-122.401344 37.75073),54,54,2,9,26
43588,Woodside Ave&Portola Dr W-NS/PS,WDSDPOR0,WDSDPORT,6938,37.745623,-122.452225,0,PORTOLA DR,WOODSIDE AVE,NS,WE,FL,0,20230512124615,14816179,141,None,POINT (-122.452225 37.745625),49,49,7,8,41
40941,Bernal Heights Blvd&Powhattan Ave NE-FS,BHTSPOW0,BHTSPOWH,3691,37.74151,-122.41067,0,POWHATTAN AVE,BERNAL HEIGHTS BLVD,FS,NE,None,0,20230512124615,14809206,141,None,POINT (-122.41067 37.74151),83,83,9,2,2
41460,Castro St&Duboce Ave SE-NS/BZ,CTRODUB1,CTRODUBO,4331,37.76895,-122.43571,0,DUBOCE AVE,CASTRO ST,NS,SE,BZ,1,20230512124615,14810638,141,None,POINT (-122.43571 37.76895),28,28,7,5,5
41497,The Embarcadero&Broadway NE-FS/SI,EMBRBDW1,EMBRBDWY,4503,37.799552,-122.397869,0,BROADWAY,THE EMBARCADERO,FS,NE,SI,0,20230512124615,14810337,141,None,POINT (-122.397865 37.799553),77,77,6,3,8
43305,Noe St&29th St NW-FS/PS,NOE 29S0,NOE 29ST,5736,37.743311,-122.431179,0,29TH ST,NOE ST,NS,NW,None,0,20230512124615,14817447,141,None,POINT (-122.431175 37.743313),84,84,9,5,22
43469,Teresita Blvd&Stillings Ave SE-NS,TERESTL1,TERESTLG,6680,37.73447,-122.445283,0,STILLINGS AVE,TERESITA BLVD,FS,NE,None,0,20230512124615,14816065,141,None,POINT (-122.44528 37.73447),95,95,9,8,41
43093,Wilde Ave&Rutland St NE-NS/PS,WILDRUT1,WILDRUTL,7061,37.717349,-122.405211,0,RUTLAND ST,WILDE AVE,NS,SW,None,0,20230512124615,14818782,141,None,POINT (-122.40521 37.71735),75,75,9,9,40
41983,Mission St&30th St NW-NS/BB,MISS30S0,MISS30ST,5572,37.742417,-122.421991,0,GODEUS ST,MISSION ST,NS,NO,BB,0,20230512124615,14812391,141,None,POINT (-122.42199 37.742416),83,83,9,2,2
41305,Executive Park W-MB/SB,EXECPAR1,EXECPARK,4575,37.709831,-122.392893,0,None,THOMAS MELLON CIR,MB,WE,None,0,20230512124615,14810106,141,None,POINT (-122.39289 37.70983),79,79,2,9,1
42893,Stockton St&Washington St MB W-BB,STOKWAS0,STOKWASH,6526,37.794709,-122.408112,0,WASHINGTON ST,STOCKTON ST,MB,WE,BB,1,20230512124615,14815528,141,None,POINT (-122.40811 37.79471),104,104,6,3,6
42332,Schwerin St&Velasco Ave N-NS/PS,SHWNVEL0,SHWNVELA,6389,37.70815,-122.41257,0,VELASCO AVE,SCHWERIN ST,NS,NO,None,0,20230512124615,14814986,141,None,POINT (-122.41257 37.70815),,,,,
42085,McAllister St&Baker St SW-NS/BZ,MCALBAK1,MCALBAKR,5385,37.77731,-122.44185,0,BAKER ST,MCALLISTER ST,NS,SW,BZ,1,20230512124615,14812457,141,None,POINT (-122.44185 37.77731),97,97,7,11,18
43205,Castro St&16TH St NE-FS/BZ,CTRO16S1,CTRO16ST,4311,37.764164,-122.435254,0,16TH ST,CASTRO ST,FS,NE,BZ,0,20230512124615,14817387,141,None,POINT (-122.43526 37.764164),28,28,7,5,5
41271,Church St&30TH St NE-FS/PS,CHUR30S1,CHUR30ST,4000,37.742222,-122.426459,0,30TH ST,CHURCH ST,FS,NE,FL,0,20230512124615,14809620,141,None,POINT (-122.42646 37.74222),84,84,9,5,22
41165,Brazil Ave&Moscow St E-NS/PS,BRZLMSC1,BRZLMSCW,3762,37.72122,-122.42748,0,MOSCOW ST,BRAZIL AVE,NS,EA,FL,0,20230512124615,14809702,141,None,POINT (-122.42748 37.72122),90,90,9,1,7
41578,Foerster St&Mangels Ave SE-NS/SB,FOERMAN1,FOERMANG,4652,37.732989,-122.448788,0,MANGELS AVE,FOERSTER ST,NS,SE,None,0,20230512124615,14810966,141,None,POINT (-122.44879 37.73299),95,95,9,8,41
42364,Union St&Leavenworth St SW-NS/PS,UNINLEA1,UNINLEAV,6769,37.799324,-122.417511,0,LEAVENWORTH ST,UNION ST,NS,SW,None,0,20230512124615,14816531,141,None,POINT (-122.41751 37.799324),107,107,6,3,32
41512,Diamond St&Conrad St SE-FS/PS,DIAMCON0,DIAMCONR,4393,37.73841,-122.43593,0,CONRAD ST,DIAMOND ST,FS,SE,FL,0,20230512124615,14810376,141,None,POINT (-122.43593 37.73841),96,96,9,5,10
42487,Palou Ave&Quint St E-NS/SB,PALUQUN1,PALUQUNT,5881,37.737163,-122.396367,0,QUINT ST,PALOU AVE,NS,EA,None,0,20230512124615,14815148,141,None,POINT (-122.39637 37.737164),87,87,2,9,1
43708,Sacramento St&Van Ness Ave NE-NS,SACOV.N0,SACOV.N.,6317,37.79141,-122.42227,0,VAN NESS AVE,SACRAMENTO ST,NS,NE,BZ,1,20230512124615,14816274,141,None,POINT (-122.42227 37.79141),105,105,4,3,21
41426,Folsom St&Crescent Ave NW-NS/PS,FOLSCRE1,FOLSCRES,4690,37.73483,-122.41372,0,CRESCENT AVE,FOLSOM ST,NS,NW,None,0,20230512124615,14810449,141,None,POINT (-122.41372 37.73483),83,83,9,2,2
40664,10th Ave&Quintara St NE-FS/PS,10AVQUI1,10AVQUIN,3233,37.749325,-122.466261,0,QUINTARA ST,10TH AVE,FS,NE,None,0,20230512124615,14808143,141,None,POINT (-122.46626 37.749325),45,45,10,8,41
43358,Mission St&Italy Ave W-MB/BZ,MISSITA1,MISSITAL,5598,37.71915,-122.439087,0,ITALY AVE,MISSION ST,MB,WE,BZ,1,20230512124615,14814408,141,None,POINT (-122.43909 37.71915),80,80,9,1,28
41618,Hayes St&Clayton St SW-NS/BZ,HAYSCLT1,HAYSCLTN,4988,37.773417,-122.449464,0,CLAYTON ST,HAYES ST,FS,SE,BZ,1,20230512124615,14810799,141,None,POINT (-122.44946 37.77342),24,24,7,11,18
43095,San Bruno Ave&Bacon St W-FS/BZ,SBROBACW,SBROBACN,6357,37.72754,-122.40368,0,BACON ST,SAN BRUNO AVE,NS,WE,BZ,0,20230512124615,14818784,141,None,POINT (-122.40368 37.72754),91,91,2,2,25
43058,Moscow St&France Ave N-NS,MSCWFNC0,MSCWFNCE,5700,37.71669,-122.43113,0,FRANCE AVE,MOSCOW ST,NS,NO,FL,0,20230512124615,14817204,141,None,POINT (-122.43113 37.71669),90,90,9,1,7
43133,46th Ave&Noriega St SW-FS/PS,46AVNOR0,46AVNORI,3587,37.752837,-122.505482,0,NORIEGA ST,46TH AVE,FS,SW,None,1,20230512124615,14814261,141,None,POINT (-122.505486 37.75284),39,39,10,7,35
41282,Plymouth Ave&Broad St NW-NS,PLYMBROD,PLYMBROD,7230,37.713279,-122.456174,0,BROAD ST,PLYMOUTH AVE,NS,NW,FL,0,20230512124615,14810073,141,None,POINT (-122.45618 37.71328),81,81,10,1,24
42880,Rutland St&Leland Ave S-NS/PS,RUTLLEL1,RUTLLELD,6243,37.712451,-122.407389,0,LELAND AVE,RUTLAND ST,NS,SE,None,0,20230512124615,14815466,141,None,POINT (-122.40739 37.712452),75,75,9,9,40
41884,Industrial St&Palou Ave S-NS/PS,INDSPAL0,INDSPALU,5095,37.73955,-122.40101,0,PALOU AVE,INDUSTRIAL ST,NS,SO,None,0,20230512124615,14812091,141,None,POINT (-122.40101 37.73955),82,82,2,9,1
43081,Ocean Ave&Right Of Way SW-NS,ROW OCE1,ROW OCEN,6224,37.731808,-122.473815,0,OCEAN AVE,RIGHT OF WAY,NS,SO,None,0,20230512124615,14817269,141,None,POINT (-122.473816 37.731808),62,62,10,8,41
43075,Turk St&Central Ave SW-NS/SB,TURKCEN1,TURKCENT,6717,37.778762,-122.445441,0,CENTRAL AVE,TURK BLVD,NS,SW,None,0,20230512124615,14817235,141,None,POINT (-122.44544 37.778763),97,97,7,11,18
43323,Sacramento St&Gough St NW-FS/BZ,SACOGOU0,SACOGOUG,6298,37.79092,-122.42613,0,GOUGH ST,SACRAMENTO ST,FS,NW,BZ,1,20230512124615,14818965,141,None,POINT (-122.42613 37.79092),102,102,4,6,30
41921,Laguna St&Hayes St NE-FS/BZ,LGNAHAY1,LGNAHAYS,5260,37.776752,-122.42627,0,HAYES ST,LAGUNA ST,FS,NE,BZ,1,20230512124615,14812017,141,None,POINT (-122.42627 37.776752),22,22,4,11,9
43302,McAllister St&Laguna St SW-NS/BZ,MCALLGN1,MCALLGNA,5399,37.779206,-122.42701,0,LAGUNA ST,MCALLISTER ST,FS,SE,BZ,1,20230512124615,14817428,141,None,POINT (-122.42701 37.779205),97,97,4,11,39
43498,Powell St&Francisco St SE-NS/BZ,POWLFNC1,POWLFNCO,6056,37.80477,-122.41166,0,FRANCISCO ST,POWELL ST,NS,SE,BZ,1,20230512124615,14817643,141,None,POINT (-122.41166 37.80477),106,106,6,3,23
43287,Diamond Heights Blvd Gold Mine Dr NW,DHTSG M0,DHTSG MI,4368,37.74029,-122.43588,0,GOLD MINE DR,DIAMOND HEIGHTS BLVD,NS,NW,FL,0,20230512124615,14817395,141,None,POINT (-122.43588 37.74029),57,57,9,5,10
42626,Polk St&Sacramento St W-MB/BB,POLKSAC0,POLKSACO,6000,37.791929,-122.421057,0,SACRAMENTO ST,POLK ST,MB,WE,BB,1,20230512124615,14816788,141,None,POINT (-122.42106 37.791927),105,105,4,3,21
42141,Font Blvd&Serrano Dr E-NS/SB,FONTSER3,FONTSERR,4710,37.719601,-122.479607,0,SERRANO DR,FONT BLVD,NS,EA,None,0,20230512124615,14813183,141,None,POINT (-122.47961 37.7196),42,42,10,8,16
42402,Cordova Ave&Winding Way NW-NS/PS,CORDWWA0,CORDWWAY,4138,37.709638,-122.434828,0,WINDING WAY,CORDOVA ST,NS,NW,None,0,20230512124615,14818160,141,None,POINT (-122.43483 37.709637),58,58,9,1,7
41522,Crescent Ave&Putnam St SW-NS/SB,CRESPUT1,CRESPUTN,4202,37.734911,-122.411283,0,PUTNAM ST,CRESCENT AVE,NS,SW,None,0,20230512124615,14810386,141,None,POINT (-122.411285 37.734913),83,83,9,2,2
42818,Washington St&Taylor St S-MI,WASHTAY1,WASHTAYL,6929,37.794255,-122.413008,0,TAYLOR ST,WASHINGTON ST,MI,SO,None,0,20230512124615,14818485,141,None,POINT (-122.41301 37.794254),16,16,6,3,21
42045,Pacific Ave&Powell St NE-NS/BZ,PACFPOW1,PACFPOWL,5852,37.796556,-122.409991,0,TRENTON ST,PACIFIC AVE,NS,NE,None,0,20230512124615,14812546,141,None,POINT (-122.40999 37.796555),104,104,6,3,6
42894,Union St&Kearny St NE-NS/PS,UNINKRN2,UNINKRNY,6764,37.800909,-122.405965,0,KEARNY ST,UNION ST,NS,NE,None,0,20230512124615,14815537,141,None,POINT (-122.40597 37.800907),18,18,6,3,23
43429,Cabrillo St&47TH Ave SW-NS/PS,CBRO47A1,CBRO47AV,3925,37.773287,-122.507985,0,47TH AVE,CABRILLO ST,NS,SW,None,0,20230512124615,14819056,141,None,POINT (-122.50799 37.77329),8,8,8,4,29
43295,Eddy St&Larkin St NW-FS/BZ,EDDYLAR0,EDDYLARK,4481,37.783353,-122.41769,0,LARKIN ST,EDDY ST,FS,NW,BZ,0,20230512124615,14817415,141,None,POINT (-122.41769 37.78335),20,20,5,10,36
43586,Steiner St&Union St SE-NS/SB,STEIUNI1,STEIUNIN,6490,37.796785,-122.437054,0,UNION ST,STEINER ST,NS,SE,None,0,20230512124615,14816177,141,None,POINT (-122.43706 37.796783),15,15,4,6,13
41193,Clay St&Grant Ave SE-FS/BZ,CLAYGRN1,CLAYGRNT,4018,37.794263,-122.405971,0,GRANT AVE,CLAY ST,FS,SE,BZ,0,20230512124615,14809875,141,None,POINT (-122.40597 37.794262),104,104,6,3,6
41469,Geary Blvd&Scott St NE-MB/BB,GEARSCO0,GEARSCOT,4760,37.783847,-122.437761,0,SCOTT ST,GEARY BLVD,MB,NE,BB,0,20230512124615,14810672,141,None,POINT (-122.43776 37.783848),103,103,4,11,15
42924,Silver Ave&Mission St N-FS/SB,SILVMISS,SILVMISS,6413,37.728901,-122.4314,0,MISSION ST,SILVER AVE,FS,NO,FL,1,20230512124615,14818554,141,None,POINT (-122.4314 37.7289),94,94,9,1,28
41482,Embarcadero Folsom St N-NS/SI,EMBRFONO,EMBRFOLS,4510,37.790749,-122.389841,0,FOLSOM ST,THE EMBARCADERO,NS,SE,None,0,20230512124615,14810548,141,None,POINT (-122.38984 37.79075),30,30,1,10,8
41016,23rd Ave&Noriega St NW-NS/PS,23AVNOR0,23AVNORI,3447,37.75414,-122.48086,0,NORIEGA ST,23RD AVE,NS,NW,None,0,20230512124615,14808932,141,None,POINT (-122.48086 37.75414),39,39,10,7,35
41707,Hyde St&Beach St SE-NS,HYDEBEC0,HYDEBECH,5064,37.806642,-122.420535,0,NORTH POINT ST,HYDE ST,NS,SE,None,0,20230512124615,14811353,141,None,POINT (-122.42053 37.80664),99,99,6,6,32
41852,Jefferson St&Divisadero St SW-NS/PS,JEFFDIV0,JEFFDIVI,5173,37.804557,-122.443892,0,DIVISADERO ST,JEFFERSON ST,NS,SW,None,0,20230512124615,14811884,141,None,POINT (-122.44389 37.804558),17,17,4,6,13
42674,Sunnydale Ave&Cora St SE-FS/PS,SUNYCOR0,SUNYCORA,6570,37.70996,-122.40937,0,CORA ST,SUNNYDALE AVE,FS,NO,None,0,20230512124615,14815287,141,None,POINT (-122.40937 37.70996),75,75,9,9,40
41289,Geary Blvd&12TH Ave NE-NS/BZ,GEAR12A0,GEAR12AV,4261,37.780839,-122.470601,0,12TH AVE,GEARY BLVD,NS,NE,BZ,0,20230512124615,14810087,141,None,POINT (-122.470604 37.780838),5,5,8,4,11
43659,Fulton St&30TH Ave NW-FS/BZ,FULT30AV,,7728,37.772375,-122.489624,0,30TH AVE,FULTON ST,,,,,20230512124615,14819323,141,None,POINT (-122.489624 37.772373),8,8,8,4,29
42122,Parnassus Ave&Shrader St SW-NS/PS,PARNSHR1,PARNSHRA,5894,37.764602,-122.451298,0,SHRADER ST,PARNASSUS AVE,NS,SW,None,0,20230512124615,14813012,141,None,POINT (-122.4513 37.764603),114,114,7,11,3
